state,timestamp,orderId,ticker,action,lmtPrice,totalQuantity,avgPrice,error message,exchange,commission
1,1643188028,13942,QQQ,BUY,356.6,1,349.7,,ISLAND,0
1,1643188030,13944,SPY,BUY,447.3,1,438.69,,ISLAND,1.0 USD
1,1643188066,13952,QQQ,SELL,342.8,1,349.73,,ISLAND,1.001914 USD
1,1643188068,13954,SPY,SELL,430,1,438.66,,ISLAND,1.002367 USD
1,1643190903,13975,QQQ,BUY,358.5,1,351.26,,ISLAND,1.0 USD
1,1643190905,13977,SPY,BUY,448.6,1,439.82,,ISLAND,1.0 USD
1,1643190941,13985,QQQ,SELL,344.2,1,351.11,,ISLAND,1.001921 USD
1,1643190943,13987,SPY,SELL,430.9,1,439.61,,ARCA,1.002372 USD
1,1643191206,14008,QQQ,BUY,358.2,1,350.96,,ARCA,1.0 USD
1,1643191207,14010,SPY,BUY,448.2,1,439.42,,ISLAND,1.0 USD
1,1643191244,14018,QQQ,SELL,344,1,350.87,,ISLAND,1.001919 USD
1,1643191245,14020,SPY,SELL,430.6,1,439.31,,ISLAND,1.00237 USD
1,1643191380,14036,QQQ,BUY,357.5,1,350.51,,ISLAND,1.0 USD
1,1643191381,14038,SPY,BUY,447.7,1,438.88,,ISLAND,1.0 USD
1,1643191418,14046,QQQ,SELL,343.4,1,350.64,,ISLAND,1.001918 USD
1,1643191419,14048,SPY,SELL,430.2,1,439.06,,ISLAND,1.002369 USD
1,1643191516,14061,QQQ,BUY,357.8,1,350.71,,ISLAND,1.0 USD
1,1643191517,14063,SPY,BUY,448,1,439.17,,ISLAND,1.0 USD
1,1643191554,14071,QQQ,SELL,343.6,1,350.79,,ISLAND,1.001919 USD
1,1643191555,14073,SPY,SELL,430.4,1,439.2,,ARCA,1.00237 USD
1,1643191659,14089,QQQ,BUY,357.5,1,350.74,,ISLAND,1.0 USD
1,1643191660,14091,SPY,BUY,447.8,1,439.17,,ARCA,1.0 USD
1,1643191696,14099,QQQ,SELL,343.6,1,350.53,,ISLAND,1.001918 USD
1,1643191698,14101,SPY,SELL,430.2,1,438.96,,ISLAND,1.002369 USD
0,1643191794,14109,QQQ,BUY,280.5,1,,Order cancelled: not filled within 60 seconds,,
0,1643191846,14111,SPY,BUY,351.2,1,,"Error 200, reqId 14111: No security definition has been found for the request",,
1,1643192338,14124,QQQ,BUY,357.9,1,350.91,,ISLAND,1.0 USD
1,1643192339,14126,SPY,BUY,448.1,1,439.34,,ISLAND,1.0 USD
1,1643192376,14134,QQQ,SELL,343.8,1,350.84,,ISLAND,1.001919 USD
1,1643192377,14136,SPY,SELL,430.5,1,439.25,,ISLAND,1.00237 USD
1,1643192453,14149,QQQ,BUY,357.7,1,350.84,,ISLAND,1.0 USD
1,1643192454,14151,SPY,BUY,448,1,439.22,,ISLAND,1.0 USD
1,1643192552,14198,QQQ,SELL,343.7,1,351.5,,ARCA,1.001923 USD
1,1643192553,14200,SPY,SELL,431,1,439.72,,ISLAND,1.002373 USD
1,1643192711,14225,QQQ,BUY,358.3,1,351.13,,ISLAND,1.0 USD
1,1643192712,14227,SPY,BUY,448.6,1,439.45,,ARCA,1.0 USD
1,1643192749,14235,QQQ,SELL,344.2,1,351.05,,ISLAND,1.00192 USD
1,1643192750,14237,SPY,SELL,430.6,1,439.38,,ISLAND,1.002371 USD
1,1643192873,14258,QQQ,BUY,358.1,1,351.09,,ISLAND,1.0 USD
1,1643192874,14260,SPY,BUY,448.2,1,439.45,,ISLAND,1.0 USD
1,1643203584,16712,QQQ,BUY,360.6,1,353.51,,DRCTEDGE,1.0 USD
1,1643203585,16714,SPY,BUY,450.4,1,441.62,,ARCA,1.0 USD
1,1643203622,16722,QQQ,SELL,346.2,1,353.43,,ISLAND,1.001932 USD
1,1643203623,16724,SPY,SELL,432.7,1,441.59,,ARCA,1.002382 USD
0,1643203720,16732,QQQ,BUY,282.7,1,,Order cancelled: not filled within 60 seconds,,
