Date,open,High,Low,Close,Volume,Dividends,Stock Splits,timestamp
2005-03-10,32.145654932717484,32.27171680549654,32.08262519854307,32.17716979980469,63100,0.0,0,1110412800
2005-03-11,32.2717189714484,32.397780852688236,32.20868682861328,32.20868682861328,25700,0.0,0,1110499200
2005-03-14,31.988079577062962,32.051109313964844,31.893532567279802,32.051109313964844,33700,0.0,0,1110758400
2005-03-15,32.05111596160598,32.05111596160598,31.862024307250977,31.862024307250977,19000,0.0,0,1110844800
2005-03-16,31.925056975523965,32.05111647750247,31.83050994460921,31.880935668945312,61600,0.0,0,1110931200
2005-03-17,31.956565604808382,32.0069889148579,31.830503723038976,31.925050735473633,21900,0.0,0,1111017600
2005-03-18,32.063713578896774,32.082624422235696,31.98807741883161,32.01959228515625,11800,0.0,0,1111104000
2005-03-21,31.98808645420584,31.98808645420584,31.862024548869595,31.956571578979492,28500,0.0,0,1111363200
2005-03-22,31.937659498147752,32.08263224657146,31.672931671142578,31.672931671142578,22300,0.0,0,1111449600
2005-03-23,31.439726507645588,31.439726507645588,31.357785891372078,31.433422088623047,6200,0.0,0,1111536000
2005-03-24,31.168682601118732,31.231712341308594,31.105650456498406,31.231712341308594,16600,0.0,0,1111622400
2005-03-28,31.231716153959358,31.32626318021656,31.105654253760004,31.294748306274414,6200,0.0,0,1111968000
2005-03-29,30.822026769377764,30.910269403340813,30.53838801418836,30.632932662963867,14600,0.0,0,1112054400
2005-03-30,30.569900306697598,30.809417724609375,30.569900306697598,30.809417724609375,9700,0.0,0,1112140800
2005-03-31,31.042628031455575,31.042628031455575,30.777900174958887,30.822021484375,19000,0.0,0,1112227200
2005-04-01,31.13716220382238,31.13716220382238,30.708553314208984,30.708553314208984,57800,0.0,0,1112313600
2005-04-04,30.664454208943916,30.75899887084961,30.47536007626897,30.75899887084961,7600,0.0,0,1112572800
2005-04-05,30.822031721532117,30.94809127348669,30.790514429111642,30.916576385498047,8700,0.0,0,1112659200
2005-04-06,30.948085305815546,30.98590460676838,30.88505554199219,30.885055541992188,2100,0.0,0,1112745600
2005-04-07,31.10565924239974,31.1371765258273,31.042629484406906,31.07414436340332,7800,0.0,0,1112832000
2005-04-08,31.105662119805302,31.137179406148345,30.88505554199219,30.885055541992188,42600,0.0,0,1112918400
2005-04-11,31.137174859255293,31.137174859255293,30.916565909225852,31.10565757751465,5200,0.0,0,1113177600
2005-04-12,30.72116343123886,30.9921932220459,30.639222850150038,30.9921932220459,5900,0.0,0,1113264000
2005-04-13,30.916562540803977,30.97959469298677,30.664441145365057,30.79050064086914,58400,0.0,0,1113350400
2005-04-14,30.532074801208967,30.532074801208967,30.13498306274414,30.13498306274414,64100,0.0,0,1113436800
2005-04-15,30.02782171210448,30.097155859001575,29.8702449798584,29.8702449798584,5600,0.0,0,1113523200
2005-04-18,29.277773969328884,29.492078543139524,29.277773969328884,29.46056365966797,16700,0.0,0,1113782400
2005-04-19,29.52357878568875,29.901762008666992,29.52357878568875,29.901762008666992,22800,0.0,0,1113868800
2005-04-20,29.744196272664485,29.744196272664485,29.466861966807407,29.498376846313477,161800,0.0,0,1113955200
2005-04-21,29.908075810467235,30.116075927049536,29.87656093273429,30.034137725830078,3400,0.0,0,1114041600
2005-04-22,30.12868750596787,30.374506960482123,29.91438293457031,29.914382934570312,63500,0.0,0,1114128000
2005-04-25,30.248455736667673,30.374515303760518,30.065665998178083,30.343000411987305,12700,0.0,0,1114387200
2005-04-26,30.097174678080155,30.097174678080155,29.908082962036133,29.908082962036133,9900,0.0,0,1114473600
2005-04-27,29.813525721575466,30.153892136891063,29.813525721575466,30.128679275512695,56500,0.0,0,1114560000
2005-04-28,30.03413124425095,30.03413124425095,29.782007467935372,29.813522338867188,126300,0.0,0,1114646400
2005-04-29,30.128676724723285,30.286253488350948,30.034132109205043,30.24213218688965,205900,0.0,0,1114732800
2005-05-02,30.38080164019937,30.38080164019937,30.286254616727984,30.36189079284668,58300,0.0,0,1114992000
2005-05-03,30.25474429748219,30.443835968455243,30.25474429748219,30.412321090698242,35200,0.0,0,1115078400
2005-05-04,30.47535584390658,30.695964833245647,30.47535584390658,30.632932662963867,4400,0.0,0,1115164800
2005-05-05,30.71487172853592,30.721176147460938,30.60141623219881,30.721176147460938,78000,0.0,0,1115251200
2005-05-06,30.822008749955476,30.822008749955476,30.708553314208984,30.708553314208984,4000,0.0,0,1115337600
2005-05-09,30.632931591427603,30.78420639038086,30.60141670960482,30.78420639038086,21500,0.0,0,1115596800
2005-05-10,30.60140150330943,30.60140150330943,30.443824768066406,30.443824768066406,5800,0.0,0,1115683200
2005-05-11,30.506868362426758,30.506868362426758,30.506868362426758,30.506868362426758,500,0.0,0,1115769600
2005-05-12,30.261043191102935,30.31777092698887,30.128679275512695,30.128679275512695,26400,0.0,0,1115856000
2005-05-13,30.002606311294198,30.008910726529795,29.87654685974121,29.87654685974121,10400,0.0,0,1115942400
2005-05-16,29.687462234758197,29.775707244873047,29.624432489106837,29.775707244873047,2400,0.0,0,1116201600
2005-05-17,29.47946773145439,29.611831665039062,29.47946773145439,29.611831665039062,6500,0.0,0,1116288000
2005-05-18,29.542492632564365,29.933284759521488,29.52988620223374,29.933284759521484,19000,0.0,0,1116374400
2005-05-19,29.939585627616125,30.034132649265064,29.876555882803927,29.920677185058594,9300,0.0,0,1116460800
2005-05-20,29.8324331849707,29.845037209799003,29.737886167744726,29.813522338867188,13600,0.0,0,1116547200
2005-05-23,30.03412970700978,30.16649360080692,30.002612433260587,30.11606788635254,31400,0.0,0,1116806400
2005-05-24,30.078257371223245,30.19171284832887,29.920680586846643,30.065650939941406,40600,0.0,0,1116892800
2005-05-25,29.93958704268321,29.952193473127608,29.75049539487873,29.79461669921875,29400,0.0,0,1116979200
2005-05-26,29.813514729534806,29.87654685974121,29.781999866646558,29.87654685974121,8800,0.0,0,1117065600
2005-05-27,29.93958498178933,29.996312712668892,29.920676539639675,29.971099853515625,12500,0.0,0,1117152000
2005-05-31,30.034137725830078,30.034137725830078,29.939590688200184,30.034137725830078,20300,0.0,0,1117497600
2005-06-01,30.109775344991633,30.38080763435843,30.109775344991633,30.349292755126953,121200,0.0,0,1117584000
2005-06-02,30.349285372920157,30.349285372920157,30.317768096923828,30.317768096923828,7000,0.0,0,1117670400
2005-06-03,30.38080918402183,30.38080918402183,30.254747256234598,30.261049270629883,7100,0.0,0,1117756800
2005-06-06,30.601408004882185,30.664440155029297,30.519467411906273,30.664440155029297,11100,0.0,0,1118016000
2005-06-07,30.632920707684228,30.822014740299352,30.632920707684228,30.67704200744629,10800,0.0,0,1118102400
2005-06-08,30.72747778683018,30.853539715047024,30.645537172824536,30.69596290588379,15900,0.0,0,1118188800
2005-06-09,30.412319666980476,30.538381576538086,30.380804790698807,30.538381576538086,6800,0.0,0,1118275200
