state,timestamp,orderId,ticker,action,lmtPrice,totalQuantity,avgPrice,error message,exchange,commission
1,1643284122.85972,20726,SPY,SELL,425.0,1.0,433.66,,ARCA,1.002342 USD
0,1643284219.542752,20734,QQQ,BUY,276.5,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643284280.95442,20736,SPY,BUY,347.0,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643284319.825408,20747,QQQ,BUY,352.9,1.0,345.98,,ISLAND,1.0 USD
1,1643284321.030217,20749,SPY,BUY,442.7,1.0,434.1,,ISLAND,1.0 USD
1,1643284357.739031,20757,QQQ,SELL,339.1,1.0,346.03,,ISLAND,1.001895 USD
1,1643284358.95835,20759,SPY,SELL,425.4,1.0,434.15,,ARCA,1.002344 USD
0,1643284455.661316,20767,QQQ,BUY,276.9,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643284517.075605,20769,SPY,BUY,347.3,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643284555.970759,20780,QQQ,BUY,352.7,1.0,345.83,,ISLAND,1.0 USD
1,1643284557.191624,20782,SPY,BUY,442.4,1.0,433.81,,ISLAND,1.0 USD
1,1643284593.901477,20790,QQQ,SELL,338.9,1.0,345.77,,ISLAND,1.001893 USD
1,1643284595.116823,20792,SPY,SELL,425.1,1.0,433.75,,ISLAND,1.002342 USD
0,1643284691.815138,20800,QQQ,BUY,276.6,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643284753.221526,20802,SPY,BUY,347.1,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643284792.103244,20813,QQQ,BUY,353.5,1.0,346.67,,ISLAND,1.0 USD
1,1643284793.334976,20815,SPY,BUY,443.1,1.0,434.53,,ISLAND,1.0 USD
1,1643284830.070091,20823,QQQ,SELL,339.8,1.0,346.61,,EDGEA,1.001898 USD
1,1643284831.28338,20825,SPY,SELL,425.8,1.0,434.42,,MEMX,1.002346 USD
0,1643284928.002311,20833,QQQ,BUY,277.2,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643284989.412282,20835,SPY,BUY,347.4,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643285028.467938,20846,QQQ,BUY,353.3,1.0,346.45,,MEMX,1.0 USD
1,1643285029.688701,20848,SPY,BUY,443.0,1.0,434.28,,DRCTEDGE,1.0 USD
1,1643285066.358907,20856,QQQ,SELL,339.4,1.0,346.26,,ISLAND,1.001896 USD
1,1643285067.575651,20858,SPY,SELL,425.5,1.0,434.2,,MEMX,1.002344 USD
0,1643285164.281942,20866,QQQ,BUY,277.1,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643285225.690272,20868,SPY,BUY,347.4,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643285264.575463,20879,QQQ,BUY,353.2,1.0,346.26,,ISLAND,1.0 USD
1,1643285265.782217,20881,SPY,BUY,442.7,1.0,434.08,,MEMX,1.0 USD
1,1643285302.511376,20889,QQQ,SELL,339.2,1.0,346.03,,ISLAND,1.001895 USD
1,1643285303.720677,20891,SPY,SELL,425.2,1.0,433.85,,ISLAND,1.002343 USD
0,1643285400.46783,20899,QQQ,BUY,276.9,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643285461.890541,20901,SPY,BUY,347.1,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643285500.741707,20912,QQQ,BUY,353.8,1.0,347.06,,ARCA,1.0 USD
1,1643285501.957426,20914,SPY,BUY,443.5,1.0,434.85,,MEMX,1.0 USD
1,1643285538.649333,20922,QQQ,SELL,340.1,1.0,347.0,,EDGEA,1.0019 USD
1,1643285539.858851,20924,SPY,SELL,426.2,1.0,434.83,,MEMX,1.002348 USD
0,1643285636.562241,20932,QQQ,BUY,277.7,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643285697.982732,20934,SPY,BUY,348.0,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643285736.837281,20945,QQQ,BUY,354.2,1.0,347.18,,ARCA,1.0 USD
1,1643285738.043056,20947,SPY,BUY,443.9,1.0,435.23,,DRCTEDGE,1.0 USD
1,1643285774.745258,20955,QQQ,SELL,340.2,1.0,346.9,,ISLAND,1.001899 USD
1,1643285775.963001,20957,SPY,SELL,426.3,1.0,434.88,,ISLAND,1.002348 USD
0,1643285872.67983,20965,QQQ,BUY,277.4,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643285934.086676,20967,SPY,BUY,347.8,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643285972.941749,20978,QQQ,BUY,353.2,1.0,346.29,,EDGEA,1.0 USD
1,1643285974.153609,20980,SPY,BUY,442.7,1.0,434.01,,BYX,1.0 USD
1,1643286010.861373,20988,QQQ,SELL,339.3,1.0,346.19,,MEMX,1.001896 USD
1,1643286012.080114,20990,SPY,SELL,425.2,1.0,433.98,,MEMX,1.002343 USD
0,1643286108.798122,20998,QQQ,BUY,277.1,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643286170.205914,21000,SPY,BUY,347.1,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643286209.191899,21011,QQQ,BUY,352.7,1.0,345.66,,EDGEA,1.0 USD
1,1643286210.413658,21013,SPY,BUY,442.0,1.0,433.28,,ISLAND,1.0 USD
1,1643286247.10132,21021,QQQ,SELL,338.7,1.0,345.66,,MEMX,1.001893 USD
1,1643286248.308123,21023,SPY,SELL,424.7,1.0,433.2,,MEMX,1.002339 USD
0,1643286345.029369,21031,QQQ,BUY,276.5,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643286406.423073,21033,SPY,BUY,346.6,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643286445.300688,21044,QQQ,BUY,353.0,1.0,345.97,,ARCA,1.0 USD
1,1643286446.514441,21046,SPY,BUY,442.2,1.0,433.55,,ISLAND,1.0 USD
1,1643286483.232242,21054,QQQ,SELL,338.8,1.0,345.67,,MEMX,1.001893 USD
1,1643286484.440013,21056,SPY,SELL,424.6,1.0,433.22,,BEX,1.002339 USD
0,1643286581.441181,21064,QQQ,BUY,276.7,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643286642.858844,21066,SPY,BUY,346.8,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643286681.723449,21077,QQQ,BUY,352.9,1.0,346.21,,BYX,1.0 USD
1,1643286682.957147,21079,SPY,BUY,442.5,1.0,433.89,,ARCA,1.0 USD
1,1643286719.663217,21087,QQQ,SELL,339.1,1.0,345.82,,MEMX,1.001894 USD
1,1643286720.867785,21089,SPY,SELL,424.9,1.0,433.34,,ISLAND,1.00234 USD
0,1643286817.770522,21097,QQQ,BUY,276.6,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643286879.152307,21099,SPY,BUY,346.7,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643286918.020153,21110,QQQ,BUY,352.1,1.0,345.3,,EDGEA,1.0 USD
1,1643286919.238922,21112,SPY,BUY,441.5,1.0,432.8,,BEX,1.0 USD
1,1643286955.935791,21120,QQQ,SELL,338.3,1.0,345.42,,MEMX,1.001892 USD
1,1643286957.141134,21122,SPY,SELL,424.3,1.0,432.9,,MEMX,1.002338 USD
0,1643287053.863385,21130,QQQ,BUY,276.3,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643287115.268872,21132,SPY,BUY,346.4,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643287154.13165,21143,QQQ,BUY,352.9,1.0,346.0,,EDGEA,1.0 USD
1,1643287155.338648,21145,SPY,BUY,442.1,1.0,433.6,,ARCA,1.0 USD
1,1643287192.02711,21153,QQQ,SELL,339.0,1.0,345.67,,BYX,1.001893 USD
1,1643287193.245327,21155,SPY,SELL,424.6,1.0,433.3,,ISLAND,1.00234 USD
0,1643287289.952307,21163,QQQ,BUY,276.5,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643287351.351342,21165,SPY,BUY,346.8,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643287390.219591,21176,QQQ,BUY,352.5,1.0,345.99,,ISLAND,1.0 USD
1,1643287391.452294,21178,SPY,BUY,441.9,1.0,433.51,,EDGEA,1.0 USD
1,1643287428.171501,21186,QQQ,SELL,339.0,1.0,345.92,,DRCTEDGE,1.001894 USD
1,1643287429.407225,21188,SPY,SELL,424.8,1.0,433.44,,ISLAND,1.002341 USD
0,1643287526.115509,21196,QQQ,BUY,276.8,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643287587.520011,21198,SPY,BUY,346.9,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643287626.392958,21209,QQQ,BUY,353.1,1.0,346.33,,ARCA,1.0 USD
1,1643287627.611666,21211,SPY,BUY,442.6,1.0,433.9,,ISLAND,1.0 USD
1,1643287664.345029,21219,QQQ,SELL,339.4,1.0,346.55,,ARCA,1.001897 USD
1,1643287665.563869,21221,SPY,SELL,425.4,1.0,434.02,,BEX,1.002344 USD
0,1643287762.319327,21229,QQQ,BUY,277.2,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643287823.712323,21231,SPY,BUY,347.4,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643287862.597963,21242,QQQ,BUY,353.4,1.0,346.69,,ARCA,1.0 USD
1,1643287863.829672,21244,SPY,BUY,442.9,1.0,434.24,,ISLAND,1.0 USD
1,1643287900.557137,21252,QQQ,SELL,339.7,1.0,346.79,,ISLAND,1.001899 USD
1,1643287901.773851,21254,SPY,SELL,425.6,1.0,434.32,,ISLAND,1.002345 USD
0,1643287998.46219,21262,QQQ,BUY,277.5,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643288059.891158,21264,SPY,BUY,347.6,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643288098.788758,21275,QQQ,BUY,354.3,1.0,347.44,,ARCA,1.0 USD
1,1643288099.975654,21277,SPY,BUY,443.7,1.0,435.06,,BEX,1.0 USD
1,1643288136.678332,21285,QQQ,SELL,340.7,1.0,347.55,,ISLAND,1.001903 USD
1,1643288137.889568,21287,SPY,SELL,426.6,1.0,435.07,,ISLAND,1.002349 USD
0,1643288234.577908,21295,QQQ,BUY,278.0,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643288295.981762,21297,SPY,BUY,348.1,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643288334.907962,21308,QQQ,BUY,354.2,1.0,347.24,,ISLAND,1.0 USD
1,1643288336.12335,21310,SPY,BUY,443.6,1.0,434.92,,ARCA,1.0 USD
1,1643288372.825305,21318,QQQ,SELL,340.1,1.0,347.03,,ARCA,1.0019 USD
1,1643288374.043075,21320,SPY,SELL,426.0,1.0,434.7,,MEMX,1.002347 USD
0,1643288470.767289,21328,QQQ,BUY,277.6,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643288532.175465,21330,SPY,BUY,347.9,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643288571.03225,21341,QQQ,BUY,354.2,1.0,347.32,,ARCA,1.0 USD
1,1643288572.234509,21343,SPY,BUY,443.8,1.0,435.07,,ISLAND,1.0 USD
1,1643288608.955895,21351,QQQ,SELL,340.5,1.0,347.52,,DRCTEDGE,1.001902 USD
1,1643288610.184268,21353,SPY,SELL,426.5,1.0,435.32,,ISLAND,1.00235 USD
0,1643288706.94943,21361,QQQ,BUY,278.0,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643288768.3501,21363,SPY,BUY,348.2,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643288807.223591,21374,QQQ,BUY,354.8,1.0,347.92,,DRCTEDGE,1.0 USD
1,1643288808.429395,21376,SPY,BUY,444.4,1.0,435.79,,ISLAND,1.0 USD
1,1643288845.110505,21384,QQQ,SELL,340.8,1.0,347.64,,EDGEA,1.001903 USD
1,1643288846.315819,21386,SPY,SELL,426.8,1.0,435.51,,ISLAND,1.002351 USD
0,1643288943.019561,21394,QQQ,BUY,278.2,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643289004.423394,21396,SPY,BUY,348.4,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643289043.30412,21407,QQQ,BUY,354.8,1.0,347.86,,DRCTEDGE,1.0 USD
1,1643289044.517978,21409,SPY,BUY,444.5,1.0,435.81,,BATS,1.0 USD
1,1643289081.243445,21417,QQQ,SELL,340.6,1.0,347.44,,MEMX,1.001902 USD
1,1643289082.449724,21419,SPY,SELL,426.8,1.0,435.43,,ARCA,1.002351 USD
0,1643289179.171033,21427,QQQ,BUY,278.1,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643289240.579368,21429,SPY,BUY,348.7,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643289279.469751,21440,QQQ,BUY,354.5,1.0,347.48,,ARCA,1.0 USD
1,1643289280.674498,21442,SPY,BUY,444.1,1.0,435.43,,ISLAND,1.0 USD
1,1643289317.395305,21450,QQQ,SELL,340.6,1.0,347.46,,DRCTEDGE,1.001902 USD
1,1643289318.615629,21452,SPY,SELL,426.6,1.0,435.31,,ARCA,1.00235 USD
0,1643289415.331954,21460,QQQ,BUY,277.9,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643289476.743126,21462,SPY,BUY,348.3,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643289515.749407,21473,QQQ,BUY,354.3,1.0,347.64,,ARCA,1.0 USD
1,1643289516.96472,21475,SPY,BUY,444.2,1.0,435.62,,EDGEA,1.0 USD
1,1643289553.718663,21483,QQQ,SELL,340.8,1.0,347.73,,ISLAND,1.001903 USD
1,1643289554.934667,21485,SPY,SELL,427.0,1.0,435.69,,ISLAND,1.002352 USD
0,1643289651.633011,21493,QQQ,BUY,278.2,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643289713.030206,21495,SPY,BUY,348.6,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643289751.936453,21506,QQQ,BUY,354.6,1.0,347.49,,MEMX,1.0 USD
1,1643289753.142225,21508,SPY,BUY,444.0,1.0,435.41,,MEMX,1.0 USD
1,1643289789.867083,21516,QQQ,SELL,340.5,1.0,347.68,,DRCTEDGE,1.001903 USD
1,1643289791.087817,21518,SPY,SELL,426.8,1.0,435.71,,EDGEA,1.002352 USD
0,1643289887.815994,21526,QQQ,BUY,278.2,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643289949.232102,21528,SPY,BUY,348.6,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643291026.308207,21794,QQQ,BUY,354.5,1.0,347.61,,ARCA,1.0 USD
1,1643291027.523984,21796,SPY,BUY,444.3,1.0,435.7,,ARCA,1.0 USD
1,1643291064.265217,21804,QQQ,SELL,340.6,1.0,347.5,,MEMX,1.001902 USD
1,1643291065.497519,21806,SPY,SELL,427.0,1.0,435.61,,ARCA,1.002352 USD
0,1643291162.170563,21814,QQQ,BUY,278.0,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643291223.579919,21816,SPY,BUY,348.5,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643291262.475935,21827,QQQ,BUY,354.6,1.0,347.64,,ARCA,1.0 USD
1,1643291263.68171,21829,SPY,BUY,444.6,1.0,435.9,,ISLAND,1.0 USD
1,1643291300.432365,21837,QQQ,SELL,340.7,1.0,347.6,,MEMX,1.001903 USD
1,1643291301.640132,21839,SPY,SELL,427.2,1.0,435.84,,ISLAND,1.002353 USD
0,1643291398.387317,21847,QQQ,BUY,278.2,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643291459.779542,21849,SPY,BUY,348.6,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643291498.67276,21860,QQQ,BUY,355.1,1.0,348.22,,DRCTEDGE,1.0 USD
1,1643291499.875542,21862,SPY,BUY,445.2,1.0,436.47,,MEMX,1.0 USD
1,1643291536.680255,21870,QQQ,SELL,341.5,1.0,348.34,,DRCTEDGE,1.001907 USD
1,1643291537.900989,21872,SPY,SELL,427.9,1.0,436.67,,MEMX,1.002357 USD
0,1643291634.674104,21880,QQQ,BUY,278.7,1.0,,Order cancelled: not filled within 60 seconds,,
0,1643291696.090402,21882,SPY,BUY,349.4,1.0,,Order cancelled: not filled within 60 seconds,,
1,1643291734.949924,21893,QQQ,BUY,355.5,1.0,348.52,,ISLAND,1.0 USD
